,cve_id,basescore,baseseverity,confidentialityimpact,integrity,vendor,description,CWE
6516,CVE-2025-32586,7.1,HIGH,LOW,LOW,ABA Bank,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in ABA Bank ABA PayWay Payment Gateway for WooCommerce allows Reflected XSS. This issue affects ABA PayWay Payment Gateway for WooCommerce: from n/a through 2.1.3.,CWE-79
6517,CVE-2025-32656,8.1,HIGH,HIGH,HIGH,NotFound,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion') vulnerability in NotFound Testimonial Slider And Showcase Pro allows PHP Local File Inclusion. This issue affects Testimonial Slider And Showcase Pro: from n/a through 2.3.15.,CWE-98
6518,CVE-2025-32206,9.1,CRITICAL,HIGH,HIGH,LABCAT,Unrestricted Upload of File with Dangerous Type vulnerability in LABCAT Processing Projects allows Upload a Web Shell to a Web Server. This issue affects Processing Projects: from n/a through 1.0.2.,CWE-434
6519,CVE-2025-32251,5.3,MEDIUM,LOW,NONE,J. Tyler Wiest,Exposure of Sensitive System Information to an Unauthorized Control Sphere vulnerability in J. Tyler Wiest Jetpack Feedback Exporter allows Retrieve Embedded Sensitive Data. This issue affects Jetpack Feedback Exporter: from n/a through 1.23.,CWE-497
6520,CVE-2025-32601,7.1,HIGH,LOW,LOW,twispay,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in twispay Twispay Credit Card Payments allows Reflected XSS. This issue affects Twispay Credit Card Payments: from n/a through 2.1.2.,CWE-79
6521,CVE-2025-32482,7.1,HIGH,LOW,LOW,quanganhdo,Cross-Site Request Forgery (CSRF) vulnerability in quanganhdo Custom Smilies allows Stored XSS. This issue affects Custom Smilies: from n/a through 1.2.,CWE-352
6522,CVE-2025-32178,5.4,MEDIUM,NONE,LOW,6Storage,Missing Authorization vulnerability in 6Storage 6Storage Rentals allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects 6Storage Rentals: from n/a through 2.18.0.,CWE-862
6523,CVE-2025-32197,6.5,MEDIUM,LOW,LOW,piotnetdotcom,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in piotnetdotcom Piotnet Addons For Elementor allows Stored XSS. This issue affects Piotnet Addons For Elementor: from n/a through 2.4.34.,CWE-79
6524,CVE-2025-32380,7.5,HIGH,NONE,NONE,apollographql,"The Apollo Router Core is a configurable, high-performance graph router written in Rust to run a federated supergraph that uses Apollo Federation 2. A vulnerability in Apollo Router's usage of Apollo Compiler allowed queries with deeply nested and reused named fragments to be prohibitively expensive to validate. This could lead to excessive resource consumption and denial of service.  Apollo Router's usage of Apollo Compiler has been updated so that validation logic processes each named fragment only once, preventing redundant traversal. This has been remediated in apollo-router versions 1.61.2 and 2.1.1.",CWE-770
6525,CVE-2025-32695,9.8,CRITICAL,HIGH,HIGH,Mestres do WP,Incorrect Privilege Assignment vulnerability in Mestres do WP Checkout Mestres WP allows Privilege Escalation. This issue affects Checkout Mestres WP: from n/a through 8.7.5.,CWE-266
6526,CVE-2025-32945,4.3,MEDIUM,NONE,LOW,,"The vulnerability allows an existing user to add playlists to a different user’s channel using the PeerTube REST API. The vulnerable code sets the owner of the new playlist to be the user who performed the request, and then sets the associated channel to the channel ID supplied by the request, without checking if it belongs to the user.",CWE-282
6527,CVE-2025-32553,7.1,HIGH,LOW,LOW,Magnigenie,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Magnigenie RestroPress allows Reflected XSS. This issue affects RestroPress: from n/a through 3.1.8.4.,CWE-79
6528,CVE-2025-32103,5.0,MEDIUM,,,CrushFTP,"CrushFTP 9.x and 10.x through 10.8.4 and 11.x through 11.3.1 allows directory traversal via the /WebInterface/function/ URI to read files accessible by SMB at UNC share pathnames, bypassing SecurityManager restrictions.",CWE-40
6529,CVE-2025-32768,,,,,,,
6530,CVE-2025-32912,,,,,Red Hat,"A flaw was found in libsoup, where SoupAuthDigest is vulnerable to a NULL pointer dereference. The HTTP server may cause the libsoup client to crash.",CWE-476
6531,CVE-2025-32154,7.5,HIGH,HIGH,HIGH,Catch Themes,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion') vulnerability in Catch Themes Catch Dark Mode allows PHP Local File Inclusion. This issue affects Catch Dark Mode: from n/a through 1.2.1.,CWE-98
6532,CVE-2025-32142,8.8,HIGH,HIGH,HIGH,Stylemix,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion') vulnerability in Stylemix Motors allows PHP Local File Inclusion. This issue affects Motors: from n/a through 1.4.65.,CWE-98
6533,CVE-2025-32683,6.5,MEDIUM,LOW,LOW,RomanCode,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in RomanCode MapSVG Lite allows DOM-Based XSS. This issue affects MapSVG Lite: from n/a through 8.5.32.,CWE-79
6534,CVE-2025-32379,5.0,MEDIUM,LOW,LOW,koajs,"Koa is expressive middleware for Node.js using ES2017 async functions. In koa < 2.16.1 and < 3.0.0-alpha.5, passing untrusted user input to ctx.redirect() even after sanitizing it, may execute javascript code on the user who use the app. This issue is patched in 2.16.1 and 3.0.0-alpha.5.",CWE-79
6535,CVE-2025-32050,,,,,Red Hat,A flaw was found in libsoup. The libsoup append_param_quoted() function may contain an overflow bug resulting in a buffer under-read.,CWE-127
6536,CVE-2025-32816,3.1,LOW,,,CodeLit,CodeLit CourseLit before 0.57.5 allows Parameter Tampering via a payment plan associated with the wrong entity.,CWE-472
6537,CVE-2025-32115,7.1,HIGH,LOW,LOW,OTWthemes,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in OTWthemes Popping Content Light allows Reflected XSS. This issue affects Popping Content Light: from n/a through 2.4.,CWE-79
6538,CVE-2025-32498,7.1,HIGH,LOW,LOW,oleglark,Cross-Site Request Forgery (CSRF) vulnerability in oleglark VKontakte Cross-Post allows Stored XSS. This issue affects VKontakte Cross-Post: from n/a through 0.3.2.,CWE-352
6539,CVE-2025-32162,6.5,MEDIUM,LOW,LOW,Morgan Kay,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Morgan Kay Chamber Dashboard Business Directory allows DOM-Based XSS. This issue affects Chamber Dashboard Business Directory: from n/a through 3.3.11.,CWE-79
6540,CVE-2025-32477,7.1,HIGH,LOW,LOW,Jordi Salord,Cross-Site Request Forgery (CSRF) vulnerability in Jordi Salord WP-Easy Menu allows Stored XSS. This issue affects WP-Easy Menu: from n/a through 0.41.,CWE-352
6541,CVE-2025-32027,6.1,MEDIUM,LOW,LOW,yiisoft,"Yii is an open source PHP web framework. Prior to 1.1.31, yiisoft/yii is vulnerable to Reflected XSS in specific scenarios where the fallback error renderer is used. Upgrade yiisoft/yii to version 1.1.31 or higher.",CWE-79
6542,CVE-2025-32135,5.9,MEDIUM,LOW,LOW,rocketelements,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in rocketelements Split Test For Elementor allows Stored XSS. This issue affects Split Test For Elementor: from n/a through 1.8.3.,CWE-79
6543,CVE-2025-32565,9.3,CRITICAL,HIGH,NONE,vertim,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in vertim Neon Product Designer allows SQL Injection. This issue affects Neon Product Designer: from n/a through 2.1.1.,CWE-89
6544,CVE-2025-32070,,,,,The Wikimedia Foundation,Improper Input Validation vulnerability in The Wikimedia Foundation Mediawiki - AJAX Poll Extension allows Cross-Site Scripting (XSS).This issue affects Mediawiki - AJAX Poll Extension: from 1.39 through 1.43.,CWE-20
6545,CVE-2025-32359,4.8,MEDIUM,,,Zammad,"In Zammad 6.4.x before 6.4.2, there is client-side enforcement of server-side security. When changing their two factor authentication configuration, users need to re-authenticate with their current password first. However, this change was enforced in Zammad only on the front end level, and not when using the API directly.",CWE-602
6546,CVE-2025-32174,6.5,MEDIUM,LOW,LOW,Tockify,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Tockify Tockify Events Calendar allows DOM-Based XSS. This issue affects Tockify Events Calendar: from n/a through 2.2.13.,CWE-79
6547,CVE-2025-32524,7.1,HIGH,LOW,LOW,MyWorks,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in MyWorks MyWorks WooCommerce Sync for QuickBooks Online allows Reflected XSS. This issue affects MyWorks WooCommerce Sync for QuickBooks Online: from n/a through 2.9.1.,CWE-79
6548,CVE-2025-32031,7.5,HIGH,NONE,NONE,apollographql,"Apollo Gateway provides utilities for combining multiple GraphQL microservices into a single GraphQL endpoint. Prior to 2.10.1, a vulnerability in Apollo Gateway allowed queries with deeply nested and reused named fragments to be prohibitively expensive to query plan, specifically due to internal optimizations being frequently bypassed. The query planner includes an optimization that significantly speeds up planning for applicable GraphQL selections. However, queries with deeply nested and reused named fragments can generate many selections where this optimization does not apply, leading to significantly longer planning times. Because the query planner does not enforce a timeout, a small number of such queries can render gateway inoperable. This could lead to excessive resource consumption and denial of service. This has been remediated in @apollo/gateway version 2.10.1.",CWE-770
6549,CVE-2025-32461,9.9,CRITICAL,,,Tiki,"wikiplugin_includetpl in lib/wiki-plugins/wikiplugin_includetpl.php in Tiki before 28.3 mishandles input to an eval. The fixed versions are 21.12, 24.8, 27.2, and 28.3.",CWE-1336
6550,CVE-2025-32949,6.5,MEDIUM,NONE,NONE,,"This vulnerability allows any authenticated user to cause the server to consume very large amounts of disk space when extracting a Zip Bomb. 

If user import is enabled (which is the default setting), any registered user can upload an archive for importing. The code uses the yauzl library for reading the archive. The yauzl library does not contain any mechanism to detect or prevent extraction of a  Zip Bomb https://en.wikipedia.org/wiki/Zip_bomb . Therefore, when using the User Import functionality with a Zip Bomb, PeerTube will try extracting the archive which will cause a disk space resource exhaustion.",CWE-409
6551,CVE-2025-32676,7.6,HIGH,HIGH,NONE,Picture-Planet GmbH,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Picture-Planet GmbH Verowa Connect allows Blind SQL Injection. This issue affects Verowa Connect: from n/a through 3.0.5.,CWE-89
6552,CVE-2025-32226,4.3,MEDIUM,NONE,LOW,Anzar Ahmed,Missing Authorization vulnerability in Anzar Ahmed Display product variations dropdown on shop page allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Display product variations dropdown on shop page: from n/a through 1.1.3.,CWE-862
6553,CVE-2025-32699,,,,,Wikimedia Foundation,"Vulnerability in Wikimedia Foundation MediaWiki, Wikimedia Foundation Parsoid.This issue affects MediaWiki: before 1.39.12, 1.42.6, 1.43.1; Parsoid: before 0.16.5, 0.19.2, 0.20.2.",CWE-79
6554,CVE-2025-32158,7.5,HIGH,HIGH,HIGH,aThemes,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion') vulnerability in aThemes aThemes Addons for Elementor. This issue affects aThemes Addons for Elementor: from n/a through 1.0.15.,CWE-98
6555,CVE-2025-32271,4.3,MEDIUM,NONE,LOW,ablancodev,Cross-Site Request Forgery (CSRF) vulnerability in ablancodev Woocommerce Role Pricing allows Cross Site Request Forgery. This issue affects Woocommerce Role Pricing: from n/a through 3.5.5.,CWE-352
6556,CVE-2025-32621,7.1,HIGH,LOW,LOW,Vsourz Digital,Cross-Site Request Forgery (CSRF) vulnerability in Vsourz Digital WP Map Route Planner allows Cross Site Request Forgery. This issue affects WP Map Route Planner: from n/a through 1.0.0.,CWE-352
6557,CVE-2025-32764,,,,,,,
6558,CVE-2025-32908,,,,,Red Hat,"A flaw was found in libsoup. The HTTP/2 server in libsoup may not fully validate the values of pseudo-headers :scheme, :authority, and :path, which may allow a user to cause a denial of service (DoS).",CWE-115
6559,CVE-2025-32267,4.3,MEDIUM,NONE,LOW,wpzinc,Cross-Site Request Forgery (CSRF) vulnerability in wpzinc Post to Social Media – WordPress to Hootsuite allows Cross Site Request Forgery. This issue affects Post to Social Media – WordPress to Hootsuite: from n/a through 1.5.8.,CWE-352
6560,CVE-2025-32772,,,,,,,
6561,CVE-2025-32119,8.2,HIGH,HIGH,NONE,CardGate,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in CardGate CardGate Payments for WooCommerce allows Blind SQL Injection. This issue affects CardGate Payments for WooCommerce: from n/a through 3.2.1.,CWE-89
6562,CVE-2025-32230,4.3,MEDIUM,NONE,LOW,Themeum,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS) vulnerability in Themeum Tutor LMS. This issue affects Tutor LMS: from n/a through 3.4.0.,CWE-80
6563,CVE-2025-32375,9.8,CRITICAL,HIGH,HIGH,bentoml,"BentoML is a Python library for building online serving systems optimized for AI apps and model inference. Prior to 1.4.8, there was an insecure deserialization in BentoML's runner server. By setting specific headers and parameters in the POST request, it is possible to execute any unauthorized arbitrary code on the server, which will grant the attackers to have the initial access and information disclosure on the server. This vulnerability is fixed in 1.4.8.",CWE-502
6564,CVE-2025-22927,,,,,,An issue in OS4ED openSIS v8.0 through v9.1 allows attackers to execute a directory traversal by sending a crafted POST request to /Modules.php?modname=messaging/Inbox.php&modfunc=save&filename.,
6565,CVE-2025-22474,6.8,MEDIUM,HIGH,NONE,Dell,"Dell SmartFabric OS10 Software, version(s) 10.5.4.x, 10.5.5.x, 10.5.6.x, 10.6.0.x, contain(s) a Server-Side Request Forgery (SSRF) vulnerability. A high privileged attacker with remote access could potentially exploit this vulnerability, leading to Server-side request forgery.",CWE-918
6566,CVE-2025-22531,6.5,MEDIUM,LOW,LOW,M Bilal M,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in M Bilal M Urdu Formatter – Shamil allows Stored XSS.This issue affects Urdu Formatter – Shamil: from n/a through 0.1.,CWE-79
6567,CVE-2025-22618,,,,,LabRedesCefetRJ,"WeGIA is an open source web manager with a focus on the Portuguese language and charitable institutions. A Stored Cross-Site Scripting (XSS) vulnerability was identified in the `adicionar_cargo.php` endpoint of the WeGIA application. This vulnerability allows attackers to inject malicious scripts into the `cargo` parameter. The injected scripts are stored on the server and executed automatically whenever the affected page is accessed by users, posing a significant security risk. The application fails to properly validate and sanitize user inputs in the `adicionar_cargo.php` parameter. This lack of validation allows attackers to inject malicious scripts, which are then stored on the server. Whenever the affected page is accessed, the malicious payload is executed in the victim's browser, potentially compromising the user's data and system. This issue has been addressed in release version 3.2.6 and all users are advised to upgrade. There are no known workarounds for this vulnerability.",CWE-79
